Cohort Years,Total Seed,Reached A,Reached B,Reached C,Reached D,Conv Seed->A (%),Conv A->B (%),Conv B->C (%),Conv C->D (%),Conv Seed->B (%),Conv Seed->C (%),Conv Seed->D (%)
2015-2017,38,28,18,11,6,73.68,64.29,61.11,54.55,47.37,28.95,15.79
